Pmax (MW),Pmin (MW),Type,Flag_thermal,Flag_VRE,Cost ($/MWh),EF,CC,Zone,FOR,RU,RD,RM_SPIN
2.4,0,Oil,1,0,40,0.82,0.98,AEP_IL,0.07,1,1,0
3.5,0,Oil,1,0,40,0.82,0.98,AEP_IL,0.07,1,1,0
2.8,0,Oil,1,0,40,0.82,0.98,AEP_IL,0.07,1,1,0
2.8,0,Oil,1,0,40,0.82,0.98,AEP_IL,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
2.5,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
2.5,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
1,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
2.5,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
3.8,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
1,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
3.5,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
0.3,0,SolarPV,0,1,0,0,0.35,AP_IL,0,1,1,0
2.5,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
1.8,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,AP_IL,0.07,1,1,0
2.5,0,NGCT,1,0,26.3,0.59,0.98,AP_IL,0.068,1,1,0.16
9.4,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
6.3,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
12.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
2.6,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
2.6,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
1.4,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
1,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
1,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
540,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
2,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
2,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
2,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
1.3,0,Hydro,0,1,50,0,0.5,AEP_IN,0.035,1,1,0
531,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
531,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
2.6,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
2.6,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
2.6,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
2.6,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
112.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
50,0,NGCC,1,0,18.75,0.4,0.98,AEP_IN,0.035,1,1,0.16
50,0,NGCC,1,0,18.75,0.4,0.98,AEP_IN,0.035,1,1,0.16
61,0,NGCC,1,0,18.75,0.4,0.98,AEP_IN,0.035,1,1,0.16
61,0,NGCC,1,0,18.75,0.4,0.98,AEP_IN,0.035,1,1,0.16
61,0,NGCC,1,0,18.75,0.4,0.98,AEP_IN,0.035,1,1,0.16
2,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
8.4,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
1.9,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,AEP_IN,0.07,1,1,0
33,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
60.9,0,Coal,1,0,23.57,1.01,0.95,AEP_IN,0.07,0.36,0.36,0.06
0.8,0,Oil,1,0,40,0.82,0.98,CE_IA,0.07,1,1,0
0.8,0,Oil,1,0,40,0.82,0.98,CE_IA,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,CE_IA,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,CE_IA,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,CE_IA,0.07,1,1,0
280.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_KY,0.068,1,1,0.16
9.4,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
9.4,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
9.4,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
126,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
126,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
464,0,Coal,1,0,23.57,1.01,0.95,EKPC_KY,0.07,0.36,0.36,0.06
123,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
176.8,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
176.8,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
126,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
126,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
13,0,SolarPV,0,1,0,0,0.35,EKPC_KY,0,1,1,0
20.7,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
20.7,0,NGCT,1,0,26.3,0.59,0.98,EKPC_KY,0.068,1,1,0.16
0.7,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
0.7,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
0.7,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
1.3,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
1.3,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
0.7,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
0.9,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
1.1,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
3.1,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
3.1,0,Oil,1,0,40,0.82,0.98,EKPC_KY,0.07,1,1,0
45,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
45,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
45,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
45,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
45,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
45,0,Hydro,0,1,50,0,0.5,EKPC_KY,0.035,1,1,0
132.8,0,Oil,1,0,40,0.82,0.98,PL_MD,0.07,1,1,0
359,0,Coal,1,0,23.57,1.01,0.95,PL_MD,0.07,0.36,0.36,0.06
414.7,0,Oil,1,0,40,0.82,0.98,PL_MD,0.07,1,1,0
16,0,Oil,1,0,40,0.82,0.98,PL_MD,0.07,1,1,0
53.1,0,Oil,1,0,40,0.82,0.98,PE_MD,0.07,1,1,0
53.1,0,Oil,1,0,40,0.82,0.98,PE_MD,0.07,1,1,0
53.1,0,Oil,1,0,40,0.82,0.98,PE_MD,0.07,1,1,0
192,0,NGCT,1,0,26.3,0.59,0.98,PE_MD,0.068,1,1,0.16
141,0,NGCT,1,0,26.3,0.59,0.98,PE_MD,0.068,1,1,0.16
20.7,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
20.7,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
20.7,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
20.7,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
2.9,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
2.9,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
2.9,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
2.9,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
18.6,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
162,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
10,0,Hydro,0,1,50,0,0.5,AP_MD,0.035,1,1,0
10,0,Hydro,0,1,50,0,0.5,AP_MD,0.035,1,1,0
19,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
163,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
163,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
65,0,Oil,1,0,40,0.82,0.98,PEP_MD,0.07,1,1,0
65,0,Oil,1,0,40,0.82,0.98,PEP_MD,0.07,1,1,0
65,0,Oil,1,0,40,0.82,0.98,PEP_MD,0.07,1,1,0
65,0,Oil,1,0,40,0.82,0.98,PEP_MD,0.07,1,1,0
18,0,Oil,1,0,40,0.82,0.98,PEP_MD,0.07,1,1,0
18,0,Oil,1,0,40,0.82,0.98,PEP_MD,0.07,1,1,0
626,0,Coal,1,0,23.57,1.01,0.95,PEP_MD,0.07,0.36,0.36,0.06
626,0,Coal,1,0,23.57,1.01,0.95,PEP_MD,0.07,0.36,0.36,0.06
45,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
55.6,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
55.6,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
36,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
48,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
47.7,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
36,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
47.7,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
48,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
55.6,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
55.6,0,Hydro,0,1,50,0,0.5,PE_MD,0.035,1,1,0
3.5,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
3.8,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
4.1,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
5.6,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
5.6,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
3,0,Oil,1,0,40,0.82,0.98,DPL_MD,0.07,1,1,0
811.8,0,NuC,1,0,35,0,0.99,AEP_MI,0.018,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.5,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.5,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.5,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
0.5,0,Hydro,0,1,50,0,0.5,AEP_MI,0.035,1,1,0
41.9,0,NGCT,1,0,26.3,0.59,0.98,AE_NJ,0.068,1,1,0.16
41.9,0,NGCT,1,0,26.3,0.59,0.98,AE_NJ,0.068,1,1,0.16
53,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
53,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
53,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
53,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
54,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
54,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
54,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
54,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
135,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
161,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
112.5,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
112.5,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
112.5,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
112.5,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
325.2,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
183.6,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
183.6,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
258.4,0,NGCC,1,0,18.75,0.4,0.98,RECO_NJ,0.035,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
93.6,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
60.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
315,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
181.4,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
181.4,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
315,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
181.4,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
181.4,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
96.1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
96.1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
96.1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
96.1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
1170,0,NuC,1,0,35,0,0.99,JC_NJ,0.018,1,1,0
1170,0,NuC,1,0,35,0,0.99,JC_NJ,0.018,1,1,0
41.8,0,Oil,1,0,40,0.82,0.98,JC_NJ,0.07,1,1,0
365.5,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
244,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
68.2,0,NGCT,1,0,26.3,0.59,0.98,AE_NJ,0.068,1,1,0.16
96,0,Coal,1,0,23.57,1.01,0.95,PN_NY,0.07,0.36,0.36,0.06
217.6,0,Coal,1,0,23.57,1.01,0.95,PN_NY,0.07,0.36,0.36,0.06
217.6,0,Coal,1,0,23.57,1.01,0.95,PN_NY,0.07,0.36,0.36,0.06
24.5,0,NGCT,1,0,26.3,0.59,0.98,PN_NY,0.068,1,1,0.16
24.5,0,NGCT,1,0,26.3,0.59,0.98,PN_NY,0.068,1,1,0.16
47.3,0,NGCT,1,0,26.3,0.59,0.98,PN_NY,0.068,1,1,0.16
410.8,0,Coal,1,0,23.57,1.01,0.95,AEP_NC,0.07,0.36,0.36,0.06
657,0,Coal,1,0,23.57,1.01,0.95,AEP_NC,0.07,0.36,0.36,0.06
745.2,0,Coal,1,0,23.57,1.01,0.95,AEP_NC,0.07,0.36,0.36,0.06
745.2,0,Coal,1,0,23.57,1.01,0.95,AEP_NC,0.07,0.36,0.36,0.06
185.3,0,NGCC,1,0,18.75,0.4,0.98,AEP_NC,0.035,1,1,0.16
185.3,0,NGCC,1,0,18.75,0.4,0.98,AEP_NC,0.035,1,1,0.16
327.3,0,NGCC,1,0,18.75,0.4,0.98,AEP_NC,0.035,1,1,0.16
44.4,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
44.4,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
44.4,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
44.4,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
25,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
25,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
25,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
25,0,Hydro,0,1,50,0,0.5,DOM_NC,0.035,1,1,0
615.2,0,Coal,1,0,23.57,1.01,0.95,AP_OH,0.07,0.36,0.36,0.06
615.2,0,Coal,1,0,23.57,1.01,0.95,AP_OH,0.07,0.36,0.36,0.06
650,0,Coal,1,0,23.57,1.01,0.95,AP_OH,0.07,0.36,0.36,0.06
100,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
16.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
21.3,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
21.3,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
557.1,0,Coal,1,0,23.57,1.01,0.95,DEOK_OH,0.07,0.36,0.36,0.06
557.7,0,Coal,1,0,23.57,1.01,0.95,DEOK_OH,0.07,0.36,0.36,0.06
16.5,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
16.5,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
16.5,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
16.5,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
32.1,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
680,0,Coal,1,0,23.57,1.01,0.95,ATSI_OH,0.07,0.36,0.36,0.06
103.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
106.1,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
84.2,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
94,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
94,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
94,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
94,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
32.6,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.7,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
18.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
18.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
18.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
17.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
17.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
17.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
17.5,0,NGCT,1,0,26.3,0.59,0.98,AP_OH,0.068,1,1,0.16
1.1,0,SolarPV,0,1,0,0,0.35,AP_OH,0,1,1,0
27,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
334,0,Coal,1,0,23.57,1.01,0.95,AP_OH,0.07,0.36,0.36,0.06
680,0,Coal,1,0,23.57,1.01,0.95,AP_OH,0.07,0.36,0.36,0.06
680,0,Coal,1,0,23.57,1.01,0.95,AP_OH,0.07,0.36,0.36,0.06
2.5,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
2.5,0,Oil,1,0,40,0.82,0.98,AP_OH,0.07,1,1,0
65.3,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
65.3,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
85,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
85,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
85,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
85,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
85,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
217.3,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
150.5,0,Coal,1,0,23.57,1.01,0.95,ATSI_OH,0.07,0.36,0.36,0.06
16,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
15,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
15,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
15,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
135,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
135,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
135,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
19,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
0.7,0,Oil,1,0,40,0.82,0.98,AEP_OH,0.07,1,1,0
0.5,0,Oil,1,0,40,0.82,0.98,AEP_OH,0.07,1,1,0
15.8,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
16,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
2.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
5,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
16,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
16,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
16,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
8,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
19.5,0,Coal,1,0,23.57,1.01,0.95,AEP_OH,0.07,0.36,0.36,0.06
