transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/145302700-400-220,way/145302700-400,virtual_way/145302681:1-220,400,220,7150,'LINESTRING (0.57073836 41.20480753, 0.57051688 41.20459353)'
way/145312949-400-132,way/145312949-400,way/145312949-132,400,132,3575,'LINESTRING (0.50558373 41.38833024, 0.50536187 41.38811613)'
way/145330286-220-132,way/145330286-220,way/145330286-132,220,132,492,'LINESTRING (-1.28632729 40.91473352, -1.28654162 40.91451554)'
way/145456406-220-132,way/145456406-220,way/145456406-132,220,132,492,'LINESTRING (-4.81222695 37.85815313, -4.81242177 37.85792755)'
way/145456411-220-132,way/145456411-220,virtual_way/169987497:1-132,220,132,984,'LINESTRING (-4.70966893 37.91699686, -4.7098642 37.91677149)'
way/145461765-400-220,way/145461765-400,way/145461765-220,400,220,7150,'LINESTRING (-4.19282127 38.04881272, -4.1930185 38.04858838)'
way/145466007-220-132,way/145466007-220,virtual_way/436687070:0-132,220,132,2458,'LINESTRING (-4.12451022 38.64697493, -4.12470908 38.64675082)'
way/145478409-220-132,way/145478409-220,way/145478409-132,220,132,1475,'LINESTRING (-3.99682208 38.04303879, -3.99701992 38.04281483)'
way/145599515-220-132,way/145599515-220,way/145599515-132,220,132,984,'LINESTRING (-3.96196669 38.94814945, -3.96216681 38.94792573)'
way/145665799-380-220,way/145665799-380,way/145665799-220,380,220,1699,'LINESTRING (17.97818829 40.64290046, 17.97791554 40.64272989)'
way/145821099-220-132,way/145821099-220,virtual_way/146060909:1-132,220,132,1475,'LINESTRING (-0.81581707 40.79635732, -0.81603263 40.79614031)'
way/145823172-400-220,way/145823172-400,way/145823172-220,400,220,3575,'LINESTRING (-0.84926045 40.72429966, -0.84947569 40.72408256)'
way/1463924130-380-220,way/1463924130-380,way/1463924130-220,380,220,8491,'LINESTRING (8.65935708 51.9996591, 8.65905394 51.99946498)'
way/146402376-225-150,way/146402376-225,way/146402376-150,225,150,503,'LINESTRING (-0.44690995 42.93173115, -0.44713353 42.93151519)'
way/146449309-400-225,way/146449309-400,way/146449309-225,400,225,3575,'LINESTRING (6.71235652 45.21485027, 6.71209844 45.21465087)'
way/1464536985-380-220,way/1464536985-380,way/1464536985-220,380,220,3397,'LINESTRING (7.19174449 50.79970226, 7.19145526 50.79950441)'
way/146590045-225-150,way/146590045-225,way/146590045-150,225,150,4022,'LINESTRING (7.18817773 43.71889258, 7.18792455 43.71869416)'
way/146695955-400-225,way/146695955-400,way/146695955-225,400,225,3017,'LINESTRING (-4.19354609 48.44411663, -4.19377477 48.44389328)'
way/1467276102-380-220,virtual_relation/1638848:a:1-380,way/1467276102-220,380,220,3397,'LINESTRING (8.27249404 49.02857195, 8.27221079 49.02837674)'
way/146791061-380-150,way/146791061-380,way/146791061-150,380,150,5095,'LINESTRING (16.72688777 41.07587035, 16.72661656 41.07569639)'
way/1468976756-400-132,way/1468976756-400,way/1468976756-132,400,132,5363,'LINESTRING (-0.80888161 53.35932287, -0.80914929 53.35910638)'
way/146901292-380-150,way/146901292-380,virtual_way/165242787:0-150,380,150,5095,'LINESTRING (4.26613022 51.8395133, 4.26584744 51.83930835)'
way/147132690-400-225,way/147132690-400,way/147132690-225,400,225,3575,'LINESTRING (6.58341666 45.20552543, 6.58315908 45.20532572)'
way/147466201-220-132,way/147466201-220,virtual_way/97564577:1-132,220,132,3933,'LINESTRING (10.98618675 46.06760863, 10.98590945 46.0674201)'
way/147557677-145-132,virtual_way/359082113:0-145,way/147557677-132,145,132,590,'LINESTRING (7.62625395 47.22727153, 7.62624527 47.22746237)'
way/147557677-220-132,way/147557677-220,way/147557677-132,220,132,984,'LINESTRING (7.62653373 47.22727764, 7.62624527 47.22746237)'
way/147557677-220-145,way/147557677-220,virtual_way/359082113:0-145,220,145,984,'LINESTRING (7.62653373 47.22727764, 7.62625395 47.22727153)'
way/147581012-225-150,way/147581012-225,virtual_way/1415222916:0-150,225,150,1006,'LINESTRING (-0.42921992 42.98444756, -0.42944375 42.98423164)'
way/147714395-380-220,way/147714395-380,way/147714395-220,380,220,5095,'LINESTRING (8.65271516 47.46680458, 8.65243899 47.46661021)'
way/148015471-220-132,way/148015471-220,way/148015471-132,220,132,984,'LINESTRING (8.55555118 47.42308786, 8.5552756 47.42289324)'
way/1480879377-275-132,way/1480879377-275,way/1480879377-132,275,132,2766,'LINESTRING (-3.40299787 51.38854118, -3.40324274 51.38831936)'
way/148969091-380-132,way/148969091-380,way/148969091-132,380,132,3397,'LINESTRING (10.96624541 44.61346225, 10.96597542 44.61327347)'
way/149260065-380-150,way/149260065-380,way/149260065-150,380,150,1699,'LINESTRING (4.42363587 50.93990995, 4.42335767 50.93970538)'
way/149306820-400-220,way/149306820-400,way/149306820-220,400,220,2458,'LINESTRING (12.67548501 50.16077838, 12.67517763 50.16059475)'
way/149965733-400-220,way/149965733-400,way/149965733-220,400,220,12513,'LINESTRING (26.07288132 64.84382559, 26.0723385 64.84368384)'
way/149987048-380-220,way/149987048-380,way/149987048-220,380,220,8491,'LINESTRING (8.41921759 49.63365062, 8.41893027 49.63345581)'
way/151061884-400-150,way/151061884-400,way/151061884-150,400,150,8938,'LINESTRING (-8.32255814 41.57749646, -8.32274946 41.57726487)'
way/151070909-220-132,way/151070909-220,virtual_way/97016336:0-132,220,132,984,'LINESTRING (11.24543615 46.29052846, 11.24515677 46.29034064)'
way/151077578-400-150,way/151077578-400,way/151077578-150,400,150,10725,'LINESTRING (-8.02689506 41.68706263, -8.02708772 41.68683159)'
way/151168335-400-220,way/151168335-400,way/151168335-220,400,220,4916,'LINESTRING (-9.23867981 38.77815501, -9.23886198 38.77792139)'
way/151490968-220-132,way/151490968-220,way/151490968-132,220,132,2950,'LINESTRING (-6.03924925 37.42565981, -6.03943921 37.42543179)'
way/151836813-220-132,virtual_way/115917637:a:0-220,way/151836813-132,220,132,1475,'LINESTRING (9.88406059 44.1065156, 9.88383131 44.10668105)'
way/151836813-380-132,way/151836813-380,way/151836813-132,380,132,6793,'LINESTRING (9.88414393 44.10674205, 9.88383131 44.10668105)'
way/151836813-380-220,way/151836813-380,virtual_way/115917637:a:0-220,380,220,6793,'LINESTRING (9.88414393 44.10674205, 9.88406059 44.1065156)'
way/151967290-380-220,way/151967290-380,way/151967290-220,380,220,3397,'LINESTRING (6.47519538 49.92276307, 6.47491429 49.92256343)'
way/151967291-380-220,virtual_way/128478124:0-380,way/151967291-220,380,220,3397,'LINESTRING (6.70257235 49.82933039, 6.70229086 49.8291313)'
way/152018146-380-220,way/152018146-380,way/152018146-220,380,220,3397,'LINESTRING (7.23605057 49.36921714, 7.23576952 49.36901935)'
way/152261133-380-220,way/152261133-380,way/152261133-220,380,220,6793,'LINESTRING (8.31333688 49.00925987, 8.31305358 49.00906475)'
way/152403632-380-220,way/152403632-380,way/152403632-220,380,220,8491,'LINESTRING (7.86428237 50.7684511, 7.86399051 50.76825493)'
way/152597636-380-132,way/152597636-380,virtual_way/192456036:1-132,380,132,1699,'LINESTRING (9.29622138 45.74723942, 9.29595162 45.74704651)'
way/152924498-380-220,virtual_way/39076064:0-380,way/152924498-220,380,220,3397,'LINESTRING (8.35241109 49.42132403, 8.35212527 49.42112904)'
way/152973139-380-220,way/152973139-380,virtual_way/153089325:0-220,380,220,5095,'LINESTRING (8.5470936 49.44047292, 8.5468069 49.44027842)'
way/153548074-220-132,way/153548074-220,virtual_way/210553490:0-132,220,132,984,'LINESTRING (10.91518051 46.62277511, 10.91490055 46.62258646)'
way/153772895-220-132,way/153772895-220,way/153772895-132,220,132,492,'LINESTRING (10.70817097 46.61160326, 10.70789181 46.61141407)'
way/153884024-275-132,way/153884024-275,way/153884024-132,275,132,2766,'LINESTRING (-3.06165484 53.36590319, -3.06191125 53.36568197)'
way/154838041-400-220,way/154838041-400,way/154838041-220,400,220,5363,'LINESTRING (18.44113236 54.33787255, 18.44076958 54.33770565)'
way/155134871-220-132,virtual_way/155791524:0-220,way/155134871-132,220,132,1475,'LINESTRING (12.48808655 45.72019379, 12.48785855 45.72036472)'
way/155134871-380-132,way/155134871-380,way/155134871-132,380,132,3397,'LINESTRING (12.48818306 45.72041772, 12.48785855 45.72036472)'
way/155134871-380-220,way/155134871-380,virtual_way/155791524:0-220,380,220,3397,'LINESTRING (12.48818306 45.72041772, 12.48808655 45.72019379)'
way/155158689-380-132,way/155158689-380,way/155158689-132,380,132,3397,'LINESTRING (12.1426767 45.05029427, 12.14240063 45.05010864)'
way/155590373-380-150,way/155590373-380,virtual_relation/13136091:1-150,380,150,3397,'LINESTRING (15.75349436 38.25827027, 15.75323782 38.25809291)'
way/155791511-380-132,way/155791511-380,way/155791511-132,380,132,5095,'LINESTRING (13.23379348 45.78423297, 13.23350993 45.78405036)'
way/155791516-380-132,way/155791516-380,way/155791516-132,380,132,3397,'LINESTRING (10.90554985 45.29766244, 10.90527672 45.2974736)'
way/156001981-220-132,way/156001981-220,virtual_way/443411350:0-132,220,132,1475,'LINESTRING (10.75711661 45.4676634, 10.75684315 45.4674742)'
way/156002032-220-132,way/156002032-220,way/156002032-132,220,132,984,'LINESTRING (10.73876544 45.43068431, 10.73849222 45.43049506)'
way/156673637-380-220,way/156673637-380,way/156673637-220,380,220,3397,'LINESTRING (12.04564816 50.78130431, 12.04533914 50.78111902)'
way/157504231-225-150,way/157504231-225,way/157504231-150,225,150,503,'LINESTRING (4.45037879 46.78877411, 4.45012186 46.78856945)'
way/157902099-380-150,way/157902099-380,way/157902099-150,380,150,3397,'LINESTRING (5.91377995 51.63916233, 5.91349107 51.63896134)'
way/158599954-220-132,way/158599954-220,way/158599954-132,220,132,1475,'LINESTRING (10.07999905 44.04551124, 10.0797347 44.0453201)'
way/159158469-220-150,way/159158469-220,virtual_relation/13148051:0-150,220,150,492,'LINESTRING (15.13907162 37.11641604, 15.1388211 37.1162367)'
way/159167277-400-225,way/159167277-400,way/159167277-225,400,225,3575,'LINESTRING (6.16308917 46.87200654, 6.16282535 46.87180596)'
way/159736514-400-275,way/159736514-400,way/159736514-275,400,275,4609,'LINESTRING (-1.35190612 53.40158114, -1.35217133 53.40136348)'
way/159821869-220-132,way/159821869-220,virtual_way/148729826:0-132,220,132,1475,'LINESTRING (12.30307673 46.20117426, 12.30279414 46.20098921)'
way/159930931-400-220,way/159930931-400,virtual_way/62361594:1-220,400,220,8938,'LINESTRING (-3.21537644 42.77712533, -3.21540733 42.77689208)'
way/160279525-400-132,way/160279525-400,way/160279525-132,400,132,1788,'LINESTRING (-0.15113731 53.56584818, -0.15140945 53.5656331)'
way/160474491-220-132,way/160474491-220,way/160474491-132,220,132,738,'LINESTRING (15.10271511 59.26658172, 15.10241866 59.26675834)'
way/160474491-400-132,way/160474491-400,way/160474491-132,400,132,5363,'LINESTRING (15.10286556 59.26680246, 15.10241866 59.26675834)'
way/160474491-400-220,way/160474491-400,way/160474491-220,400,220,5363,'LINESTRING (15.10286556 59.26680246, 15.10271511 59.26658172)'
way/160580052-400-132,way/160580052-400,way/160580052-132,400,132,5363,'LINESTRING (-0.99234716 53.73610832, -0.99261608 53.7358914)'
way/161853746-220-132,way/161853746-220,virtual_way/376092083:1-132,220,132,984,'LINESTRING (7.15276372 46.9496024, 7.1524958 46.94940425)'
way/162124572-275-132,way/162124572-275,virtual_way/1464403037:0-132,275,132,922,'LINESTRING (-4.3489728 55.9156536, -4.34923662 55.91542952)'
way/162176187-380-150,way/162176187-380,way/162176187-150,380,150,10189,'LINESTRING (5.91845799 51.14850883, 5.91817208 51.14830785)'
way/162179284-380-150,way/162179284-380,way/162179284-150,380,150,8491,'LINESTRING (5.53172746 51.44640351, 5.53144144 51.44620159)'
way/162818819-220-132,way/162818819-220,way/162818819-132,220,132,984,'LINESTRING (11.72184929 45.9165333, 11.72157021 45.91634668)'
way/162825690-220-132,virtual_way/140231506:1-220,way/162825690-132,220,132,1475,'LINESTRING (11.03468279 45.39235527, 11.03440875 45.39216678)'
way/162826525-380-220,way/162826525-380,way/162826525-220,380,220,1699,'LINESTRING (12.80561913 46.82523123, 12.8053314 46.82504761)'
way/162828577-220-132,virtual_way/82711992:1-220,virtual_way/75127848:1-132,220,132,492,'LINESTRING (8.7464701 45.5184715, 8.74623158 45.51863422)'
way/162828577-380-132,way/162828577-380,virtual_way/75127848:1-132,380,132,6793,'LINESTRING (8.74655087 45.5186986, 8.74623158 45.51863422)'
way/162828577-380-220,way/162828577-380,virtual_way/82711992:1-220,380,220,6793,'LINESTRING (8.74655087 45.5186986, 8.7464701 45.5184715)'
way/162960205-220-132,way/162960205-220,way/162960205-132,220,132,1967,'LINESTRING (9.43897371 45.33301952, 9.43873805 45.33318382)'
way/162960205-380-132,way/162960205-380,way/162960205-132,380,132,5095,'LINESTRING (9.43905706 45.33324612, 9.43873805 45.33318382)'
way/162960205-380-220,way/162960205-380,way/162960205-220,380,220,5095,'LINESTRING (9.43905706 45.33324612, 9.43897371 45.33301952)'
way/163036722-275-132,way/163036722-275,way/163036722-132,275,132,1844,'LINESTRING (-2.21576658 53.6218163, -2.21608797 53.62195094)'
way/163036722-400-132,way/163036722-400,way/163036722-132,400,132,1788,'LINESTRING (-2.21573071 53.62204824, -2.21608797 53.62195094)'
way/163036722-400-275,way/163036722-400,way/163036722-275,400,275,1844,'LINESTRING (-2.21573071 53.62204824, -2.21576658 53.6218163)'
way/163058979-220-132,way/163058979-220,way/163058979-132,220,132,492,'LINESTRING (9.37690291 46.30466516, 9.37663009 46.30447251)'
way/163058981-220-132,way/163058981-220,way/163058981-132,220,132,984,'LINESTRING (10.5534686 45.1704673, 10.5531973 45.17027754)'
way/163194137-400-150,way/163194137-400,way/163194137-150,400,150,1788,'LINESTRING (-8.51640913 37.19910352, -8.51659071 37.19887089)'
way/163789365-380-132,virtual_way/98365584:0-380,way/163789365-132,380,132,10189,'LINESTRING (10.33799734 45.91983001, 10.33772306 45.91963979)'
way/164369466-275-132,way/164369466-275,way/164369466-132,275,132,1844,'LINESTRING (-4.7243292 56.32504638, -4.72459334 56.32482151)'
way/164380199-275-132,way/164380199-275,way/164380199-132,275,132,1844,'LINESTRING (-1.82317332 53.69428819, -1.8234378 53.69406952)'
way/165242802-380-150,way/165242802-380,way/165242802-150,380,150,11887,'LINESTRING (4.63073743 51.91450669, 4.63045256 51.91430261)'
way/165366805-150-132,way/165366805-150,way/165366805-132,150,132,590,'LINESTRING (11.78876379 42.10335196, 11.78850266 42.10316491)'
way/165513396-380-220,virtual_way/773893747:1-380,way/165513396-220,380,220,1967,'LINESTRING (8.21865125 47.42661157, 8.21837691 47.42641611)'
way/165580300-400-220,virtual_way/117903616:1-400,way/165580300-220,400,220,5363,'LINESTRING (2.0283186 41.32560233, 2.02809185 41.32539156)'
way/16582436-400-132,way/16582436-400,way/16582436-132,400,132,8938,'LINESTRING (0.32998929 51.42837058, 0.32972675 51.42815665)'
way/16584741-380-150,way/16584741-380,way/16584741-150,380,150,3397,'LINESTRING (4.5088513 51.11771364, 4.50857171 51.11750926)'
way/166196787-220-132,way/166196787-220,way/166196787-132,220,132,984,'LINESTRING (9.59763932 45.63616041, 9.59736904 45.63596825)'
way/167621580-275-132,way/167621580-275,way/167621580-132,275,132,1844,'LINESTRING (-2.02294948 52.49845017, -2.0232616 52.49858546)'
way/167621580-400-132,way/167621580-400,way/167621580-132,400,132,1788,'LINESTRING (-2.02291278 52.49868208, -2.0232616 52.49858546)'
way/167621580-400-275,way/167621580-400,way/167621580-275,400,275,1844,'LINESTRING (-2.02291278 52.49868208, -2.02294948 52.49845017)'
way/168351799-400-220,way/168351799-400,way/168351799-220,400,220,3575,'LINESTRING (18.01588019 59.95707394, 18.0154587 59.956906)'
way/169244940-380-220,way/169244940-380,virtual_way/169244947:0-220,380,220,3397,'LINESTRING (8.53123393 50.04782538, 8.5309437 50.04763087)'
way/169703140-220-132,way/169703140-220,virtual_way/169703125:0-132,220,132,1475,'LINESTRING (0.49380241 41.50029229, 0.49358024 41.50007817)'
way/169729505-220-132,virtual_way/782208872:0-220,way/169729505-132,220,132,492,'LINESTRING (2.69615957 41.97239911, 2.69591964 41.97254818)'
way/169729505-400-132,way/169729505-400,way/169729505-132,400,132,3575,'LINESTRING (2.69621301 41.97263054, 2.69591964 41.97254818)'
way/169729505-400-220,way/169729505-400,virtual_way/782208872:0-220,400,220,3575,'LINESTRING (2.69621301 41.97263054, 2.69615957 41.97239911)'
way/169867119-400-132,way/169867119-400,way/169867119-132,400,132,1788,'LINESTRING (-0.21868221 41.28036163, -0.21890127 41.28014595)'
way/169883205-400-132,way/169883205-400,way/169883205-132,400,132,5363,'LINESTRING (-7.55296165 43.58917998, -7.55316086 43.58894999)'
way/169999915-220-132,way/169999915-220,way/169999915-132,220,132,1967,'LINESTRING (-0.9768084 41.33673953, -0.97705459 41.3368796)'
way/169999915-400-132,way/169999915-400,way/169999915-132,400,132,5363,'LINESTRING (-0.97676901 41.33697252, -0.97705459 41.3368796)'
way/169999915-400-220,way/169999915-400,way/169999915-220,400,220,5363,'LINESTRING (-0.97676901 41.33697252, -0.9768084 41.33673953)'
way/170028621-400-225,virtual_way/328017422:1-400,way/170028621-225,400,225,7150,'LINESTRING (2.26609233 49.1458759, 2.26583291 49.1456663)'
way/170123812-400-380,virtual_relation/1188569:0-400,way/170123812-380,400,380,6793,'LINESTRING (14.26893339 53.09798135, 14.26859843 53.0978023)'
way/170140947-220-132,way/170140947-220,way/170140947-132,220,132,2458,'LINESTRING (-1.13781655 41.49309654, -1.13803312 41.49287895)'
way/170164091-220-132,virtual_way/143207669:1-220,way/170164091-132,220,132,984,'LINESTRING (-0.76736217 41.64583128, -0.76758049 41.64561449)'
way/170272140-400-132,way/170272140-400,virtual_way/51221118:0-132,400,132,1788,'LINESTRING (-2.98343648 40.74824343, -2.98364456 40.74802193)'
way/170424447-220-132,way/170424447-220,virtual_way/1240131330:1-132,220,132,3441,'LINESTRING (-6.09736677 37.63643735, -6.09760902 37.63656511)'
way/170424447-400-132,way/170424447-400,virtual_way/1240131330:1-132,400,132,12513,'LINESTRING (-6.09734523 37.6366723, -6.09760902 37.63656511)'
way/170424447-400-220,way/170424447-400,way/170424447-220,400,220,12513,'LINESTRING (-6.09734523 37.6366723, -6.09736677 37.63643735)'
way/170424455-400-220,way/170424455-400,way/170424455-220,400,220,3575,'LINESTRING (-6.88284293 37.18489784, -6.88302972 37.18466819)'
